mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	I/mA	cycle number	I Range	P/W	
2	0	0	0	0	7.859999801439699E-001	-5.4778010E-001	-5.4823333E-001	-2.0595279E-004	1.000000000000000E+000	13	1.1291019E-007
2	0	0	1	0	7.869999801187078E-001	-5.4798019E-001	-5.4830968E-001	-3.0011011E-004	1.000000000000000E+000	13	1.6455328E-007
2	0	0	0	0	7.879999800934456E-001	-5.4798019E-001	-5.4840505E-001	-1.5632930E-004	1.000000000000000E+000	13	8.5731777E-008
2	0	0	1	0	7.889999800681835E-001	-5.4798019E-001	-5.4836690E-001	-1.4106055E-004	1.000000000000000E+000	13	7.7352937E-008
2	1	0	0	0	7.899999800429214E-001	-5.4788011E-001	-5.4836690E-001	4.6617988E-005	1.000000000000000E+000	13	-2.5563763E-008
2	1	0	1	0	7.909999800176593E-001	-5.4768008E-001	-5.4798532E-001	1.3568577E-004	1.000000000000000E+000	13	-7.4353807E-008
2	1	0	0	0	7.919999799923971E-001	-5.4737997E-001	-5.4787087E-001	4.6332798E-004	1.000000000000000E+000	13	-2.5384389E-007
2	1	0	1	0	7.929999799671350E-001	-5.4707986E-001	-5.4752743E-001	4.0670630E-004	1.000000000000000E+000	13	-2.2268286E-007
2	1	0	0	0	7.939999799418729E-001	-5.4667968E-001	-5.4710770E-001	5.9374864E-004	1.000000000000000E+000	13	-3.2484445E-007
2	1	0	1	0	7.949999799166108E-001	-5.4627955E-001	-5.4668790E-001	6.8790605E-004	1.000000000000000E+000	13	-3.7606992E-007
2	1	0	0	0	7.959999798913486E-001	-5.4577935E-001	-5.4617280E-001	5.8420567E-004	1.000000000000000E+000	13	-3.1907726E-007
2	1	0	1	0	7.969999798660865E-001	-5.4527920E-001	-5.4565763E-001	5.7911611E-004	1.000000000000000E+000	13	-3.1599913E-007
2	1	0	0	0	7.979999798408244E-001	-5.4477900E-001	-5.4518068E-001	6.4528070E-004	1.000000000000000E+000	13	-3.5179457E-007
2	1	0	1	0	7.989999798155623E-001	-5.4417878E-001	-5.4485631E-001	5.6511967E-004	1.000000000000000E+000	13	-3.0790900E-007
2	1	0	0	0	7.999999797903001E-001	-5.4357857E-001	-5.4403591E-001	9.7292295E-004	1.000000000000000E+000	13	-5.2930500E-007
2	1	0	1	0	8.009999797650380E-001	-5.4307836E-001	-5.4357797E-001	6.0838117E-004	1.000000000000000E+000	13	-3.3070259E-007
2	1	0	0	0	8.019999797397759E-001	-5.4247814E-001	-5.4287207E-001	5.7275407E-004	1.000000000000000E+000	13	-3.1093219E-007
2	1	0	1	0	8.029999797145138E-001	-5.4187793E-001	-5.4243320E-001	1.0193654E-003	1.000000000000000E+000	13	-5.5293765E-007
2	1	0	0	0	8.039999796892516E-001	-5.4137778E-001	-5.4172730E-001	7.5279822E-004	1.000000000000000E+000	13	-4.0781134E-007
2	1	0	1	0	8.049999796639895E-001	-5.4087758E-001	-5.4132664E-001	6.9299561E-004	1.000000000000000E+000	13	-3.7513698E-007
2	1	0	0	0	8.059999796387274E-001	-5.4047745E-001	-5.4105949E-001	7.0699194E-004	1.000000000000000E+000	13	-3.8252469E-007
2	1	0	1	0	8.069999796134653E-001	-5.4007727E-001	-5.4073519E-001	5.7720754E-004	1.000000000000000E+000	13	-3.1211641E-007
2	1	0	0	0	8.079999795882031E-001	-5.3977716E-001	-5.4027724E-001	4.1243213E-004	1.000000000000000E+000	13	-2.2282769E-007
2	1	0	1	0	8.089999795629410E-001	-5.3957713E-001	-5.3999108E-001	1.2995998E-004	1.000000000000000E+000	13	-7.0177229E-008
2	1	0	0	0	8.099999795376789E-001	-5.3937703E-001	-5.3970486E-001	1.2041701E-004	1.000000000000000E+000	13	-6.4989649E-008
2	1	0	1	0	8.109999795124168E-001	-5.3927702E-001	-5.3976214E-001	2.3714845E-005	1.000000000000000E+000	13	-1.2800376E-008
2	0	0	0	0	8.119999794871546E-001	-5.3917694E-001	-5.3957134E-001	-4.9447972E-005	1.000000000000000E+000	13	2.6680709E-008
2	1	0	1	0	8.129999794618925E-001	-5.3927702E-001	-5.3972393E-001	1.5604413E-004	1.000000000000000E+000	13	-8.4220751E-008
2	0	0	0	0	8.139999794366304E-001	-5.3937703E-001	-5.3991473E-001	-8.8256078E-005	1.000000000000000E+000	13	4.7650758E-008
2	0	0	1	0	8.149999794113683E-001	-5.3957713E-001	-5.4002923E-001	-3.0774449E-004	1.000000000000000E+000	13	1.6619101E-007
2	0	0	0	0	8.159999793861061E-001	-5.3987724E-001	-5.4022002E-001	-2.6766403E-004	1.000000000000000E+000	13	1.4459746E-007
2	0	0	1	0	8.169999793608440E-001	-5.4027736E-001	-5.4075426E-001	-6.1948178E-004	1.000000000000000E+000	13	3.3498742E-007
2	0	0	0	0	8.179999793355819E-001	-5.4067749E-001	-5.4121214E-001	-7.0854952E-004	1.000000000000000E+000	13	3.8347559E-007
2	0	0	1	0	8.189999793103198E-001	-5.4117769E-001	-5.4163188E-001	-6.4047630E-004	1.000000000000000E+000	13	3.4690237E-007
2	0	0	0	0	8.199999792850576E-001	-5.4167789E-001	-5.4216611E-001	-6.8946357E-004	1.000000000000000E+000	13	3.7380380E-007
2	0	0	1	0	8.209999792597955E-001	-5.4227811E-001	-5.4273850E-001	-1.0209229E-003	1.000000000000000E+000	13	5.5409419E-007
2	0	0	0	0	8.219999792345334E-001	-5.4287833E-001	-5.4340631E-001	-1.0616395E-003	1.000000000000000E+000	13	5.7690158E-007
2	0	0	1	0	8.229999792092713E-001	-5.4347855E-001	-5.4392141E-001	-9.0004521E-004	1.000000000000000E+000	13	4.8955388E-007
2	0	0	0	0	8.239999791840091E-001	-5.4417878E-001	-5.4458922E-001	-1.0202867E-003	1.000000000000000E+000	13	5.5563714E-007
2	0	0	1	0	8.249999791587470E-001	-5.4487902E-001	-5.4540962E-001	-9.6557365E-004	1.000000000000000E+000	13	5.2663313E-007
2	0	0	0	0	8.259999791334849E-001	-5.4557931E-001	-5.4584843E-001	-1.0342831E-003	1.000000000000000E+000	13	5.6456179E-007
2	0	0	1	0	8.269999791082228E-001	-5.4617953E-001	-5.4651624E-001	-8.5551135E-004	1.000000000000000E+000	13	4.6755085E-007
2	0	0	0	0	8.279999790829606E-001	-5.4687977E-001	-5.4735571E-001	-9.2294835E-004	1.000000000000000E+000	13	5.0518105E-007
2	0	0	1	0	8.289999790576985E-001	-5.4747999E-001	-5.4802346E-001	-1.1080821E-003	1.000000000000000E+000	13	6.0725500E-007
2	0	0	0	0	8.299999790324364E-001	-5.4808021E-001	-5.4855770E-001	-1.1169888E-003	1.000000000000000E+000	13	6.1273283E-007
2	0	0	1	0	8.309999790071743E-001	-5.4858041E-001	-5.4892021E-001	-7.7598658E-004	1.000000000000000E+000	13	4.2595471E-007
2	0	0	0	0	8.319999789819121E-001	-5.4908061E-001	-5.4956889E-001	-7.4863003E-004	1.000000000000000E+000	13	4.1142377E-007
2	0	0	1	0	8.329999789566500E-001	-5.4948074E-001	-5.4989326E-001	-6.4238487E-004	1.000000000000000E+000	13	3.5324311E-007
2	0	0	0	0	8.339999789313879E-001	-5.4978085E-001	-5.5016035E-001	-5.8512704E-004	1.000000000000000E+000	13	3.2191369E-007
2	0	0	1	0	8.349999789061258E-001	-5.5008096E-001	-5.5040842E-001	-4.1653446E-004	1.000000000000000E+000	13	2.2926407E-007
2	0	0	0	0	8.359999788808636E-001	-5.5028105E-001	-5.5075181E-001	-3.2237708E-004	1.000000000000000E+000	13	1.7754975E-007
2	0	0	1	0	8.369999788556015E-001	-5.5048108E-001	-5.5099988E-001	-3.6245756E-004	1.000000000000000E+000	13	1.9971408E-007
2	0	0	0	0	8.379999788303394E-001	-5.5048108E-001	-5.5094260E-001	-1.5632930E-004	1.000000000000000E+000	13	8.6128473E-008
2	0	0	1	0	8.389999788050773E-001	-5.5048108E-001	-5.5088538E-001	-1.8432204E-004	1.000000000000000E+000	13	1.0154032E-007
2	1	0	0	0	8.399999787798151E-001	-5.5038106E-001	-5.5079001E-001	4.0256004E-005	1.000000000000000E+000	13	-2.2172605E-008
2	1	0	1	0	8.409999787545530E-001	-5.5018097E-001	-5.5054194E-001	1.5604413E-004	1.000000000000000E+000	13	-8.5908837E-008
2	1	0	0	0	8.419999787292909E-001	-5.4988086E-001	-5.5042750E-001	4.0925108E-004	1.000000000000000E+000	13	-2.2526305E-007
2	1	0	1	0	8.429999787040288E-001	-5.4958075E-001	-5.5012220E-001	4.9641030E-004	1.000000000000000E+000	13	-2.7308633E-007
2	1	0	0	0	8.439999786787666E-001	-5.4918063E-001	-5.4958797E-001	5.9056765E-004	1.000000000000000E+000	13	-3.2456887E-007
2	1	0	1	0	8.449999786535045E-001	-5.4878050E-001	-5.4922551E-001	6.3382910E-004	1.000000000000000E+000	13	-3.4811512E-007
2	1	0	0	0	8.459999786282424E-001	-5.4828030E-001	-5.4863405E-001	6.1983278E-004	1.000000000000000E+000	13	-3.4006138E-007
2	1	0	1	0	8.469999786029803E-001	-5.4778010E-001	-5.4808074E-001	5.5812154E-004	1.000000000000000E+000	13	-3.0589567E-007
2	1	0	0	0	8.479999785777181E-001	-5.4727989E-001	-5.4773730E-001	6.9172319E-004	1.000000000000000E+000	13	-3.7888259E-007
2	1	0	1	0	8.489999785524560E-001	-5.4667968E-001	-5.4708862E-001	5.4221659E-004	1.000000000000000E+000	13	-2.9664054E-007
2	1	0	0	0	8.499999785271939E-001	-5.4607946E-001	-5.4649711E-001	9.7228680E-004	1.000000000000000E+000	13	-5.3135193E-007
2	1	0	1	0	8.509999785019318E-001	-5.4557931E-001	-5.4603922E-001	6.3192053E-004	1.000000000000000E+000	13	-3.4505339E-007
2	1	0	0	0	8.519999784766696E-001	-5.4497910E-001	-5.4552406E-001	5.9947441E-004	1.000000000000000E+000	13	-3.2702772E-007
2	1	0	1	0	8.529999784514075E-001	-5.4437888E-001	-5.4476094E-001	9.6528855E-004	1.000000000000000E+000	13	-5.2585148E-007
2	1	0	0	0	8.539999784261454E-001	-5.4387867E-001	-5.4426485E-001	7.1717118E-004	1.000000000000000E+000	13	-3.9033105E-007
2	1	0	1	0	8.549999784008833E-001	-5.4337847E-001	-5.4376876E-001	6.7645445E-004	1.000000000000000E+000	13	-3.6783482E-007
2	1	0	0	0	8.559999783756211E-001	-5.4297835E-001	-5.4340631E-001	7.1526255E-004	1.000000000000000E+000	13	-3.8867819E-007
2	1	0	1	0	8.569999783503590E-001	-5.4257822E-001	-5.4304379E-001	5.4921472E-004	1.000000000000000E+000	13	-2.9824764E-007
2	1	0	0	0	8.579999783250969E-001	-5.4227811E-001	-5.4270035E-001	3.1382134E-004	1.000000000000000E+000	13	-1.7031095E-007
2	1	0	1	0	8.589999782998348E-001	-5.4207802E-001	-5.4252863E-001	9.2424285E-005	1.000000000000000E+000	13	-5.0142820E-008
2	1	0	0	0	8.599999782745726E-001	-5.4187793E-001	-5.4231876E-001	7.3974516E-005	1.000000000000000E+000	13	-4.0117769E-008
2	1	0	1	0	8.609999782493105E-001	-5.4177791E-001	-5.4222333E-001	2.1170050E-005	1.000000000000000E+000	13	-1.1478895E-008
2	0	0	0	0	8.619999782240484E-001	-5.4167789E-001	-5.4212797E-001	-7.4895906E-005	1.000000000000000E+000	13	4.0603165E-008
2	0	0	1	0	8.629999781987863E-001	-5.4177791E-001	-5.4231876E-001	-6.9806323E-005	1.000000000000000E+000	13	3.7857280E-008
2	0	0	0	0	8.639999781735241E-001	-5.4187793E-001	-5.4245234E-001	-9.5254254E-005	1.000000000000000E+000	13	5.1670892E-008
2	0	0	1	0	8.649999781482620E-001	-5.4207802E-001	-5.4260492E-001	-3.2555807E-004	1.000000000000000E+000	13	1.7664941E-007
2	0	0	0	0	8.659999781229999E-001	-5.4237813E-001	-5.4277664E-001	-2.5112287E-004	1.000000000000000E+000	13	1.3630363E-007
2	0	0	1	0	8.669999780977378E-001	-5.4277825E-001	-5.4310101E-001	-6.5701746E-004	1.000000000000000E+000	13	3.5682686E-007
2	0	0	0	0	8.679999780724756E-001	-5.4317844E-001	-5.4363525E-001	-7.0791336E-004	1.000000000000000E+000	13	3.8484666E-007
2	0	0	1	0	8.689999780472135E-001	-5.4367858E-001	-5.4409313E-001	-6.6019845E-004	1.000000000000000E+000	13	3.5920945E-007
2	0	0	0	0	8.699999780219514E-001	-5.4417878E-001	-5.4455101E-001	-6.7610334E-004	1.000000000000000E+000	13	3.6817275E-007
2	0	0	1	0	8.709999779966893E-001	-5.4477900E-001	-5.4521883E-001	-9.2867413E-004	1.000000000000000E+000	13	5.0633059E-007
2	0	0	0	0	8.719999779714271E-001	-5.4537922E-001	-5.4581028E-001	-9.6939085E-004	1.000000000000000E+000	13	5.2910349E-007
2	0	0	1	0	8.729999779461650E-001	-5.4597944E-001	-5.4640174E-001	-8.4024254E-004	1.000000000000000E+000	13	4.5911000E-007
2	0	0	0	0	8.739999779209029E-001	-5.4667968E-001	-5.4716492E-001	-1.0139247E-003	1.000000000000000E+000	13	5.5478404E-007
2	0	0	1	0	8.749999778956408E-001	-5.4737997E-001	-5.4783267E-001	-9.7320799E-004	1.000000000000000E+000	13	5.3315512E-007
2	0	0	0	0	8.759999778703786E-001	-5.4808021E-001	-5.4830968E-001	-1.0902685E-003	1.000000000000000E+000	13	5.9780479E-007
2	0	0	1	0	8.769999778451165E-001	-5.4868042E-001	-5.4922551E-001	-8.5042178E-004	1.000000000000000E+000	13	4.6707333E-007
2	0	0	0	0	8.779999778198544E-001	-5.4938072E-001	-5.4981697E-001	-9.3503617E-004	1.000000000000000E+000	13	5.1409876E-007
2	0	0	1	0	8.789999777945923E-001	-5.4998094E-001	-5.5037022E-001	-1.0756360E-003	1.000000000000000E+000	13	5.9199800E-007
2	0	0	0	0	8.799999777693301E-001	-5.5058116E-001	-5.5103803E-001	-1.1354386E-003	1.000000000000000E+000	13	6.2566983E-007
2	0	0	1	0	8.809999777440680E-001	-5.5108130E-001	-5.5159134E-001	-7.4672140E-004	1.000000000000000E+000	13	4.1188505E-007
2	0	0	0	0	8.819999777188059E-001	-5.5158150E-001	-5.5195385E-001	-7.8362093E-004	1.000000000000000E+000	13	4.3252260E-007
2	0	0	1	0	8.829999776935438E-001	-5.5198163E-001	-5.5237359E-001	-6.9900649E-004	1.000000000000000E+000	13	3.8611273E-007
2	0	0	0	0	8.839999776682816E-001	-5.5228174E-001	-5.5279332E-001	-5.8639940E-004	1.000000000000000E+000	13	3.2415767E-007
2	0	0	1	0	8.849999776430195E-001	-5.5258185E-001	-5.5298412E-001	-4.6170453E-004	1.000000000000000E+000	13	2.5531529E-007
2	0	0	0	0	8.859999776177574E-001	-5.5278194E-001	-5.5344200E-001	-2.9820154E-004	1.000000000000000E+000	13	1.6503726E-007
2	0	0	1	0	8.869999775924953E-001	-5.5298203E-001	-5.5336571E-001	-3.2237708E-004	1.000000000000000E+000	13	1.7839241E-007
2	0	0	0	0	8.879999775672331E-001	-5.5298203E-001	-5.5340385E-001	-1.1243161E-004	1.000000000000000E+000	13	6.2220089E-008
2	0	0	1	0	8.889999775419710E-001	-5.5298203E-001	-5.5334663E-001	-1.4805874E-004	1.000000000000000E+000	13	8.1927801E-008
2	1	0	0	0	8.899999775167089E-001	-5.5288196E-001	-5.5328941E-001	1.4808069E-005	1.000000000000000E+000	13	-8.1931475E-009
2	1	0	1	0	8.909999774914468E-001	-5.5268192E-001	-5.5313677E-001	1.6685949E-004	1.000000000000000E+000	13	-9.2296119E-008
2	1	0	0	0	8.919999774661846E-001	-5.5238181E-001	-5.5296504E-001	4.2642848E-004	1.000000000000000E+000	13	-2.3580004E-007
2	1	0	1	0	8.929999774409225E-001	-5.5208170E-001	-5.5258346E-001	4.9704651E-004	1.000000000000000E+000	13	-2.7465967E-007
2	1	0	0	0	8.939999774156604E-001	-5.5168152E-001	-5.5218279E-001	5.7339028E-004	1.000000000000000E+000	13	-3.1661625E-007
2	1	0	1	0	8.949999773903983E-001	-5.5128139E-001	-5.5182028E-001	6.6627527E-004	1.000000000000000E+000	13	-3.6766420E-007
2	1	0	0	0	8.959999773651361E-001	-5.5078119E-001	-5.5126697E-001	5.7402649E-004	1.000000000000000E+000	13	-3.1644186E-007
2	1	0	1	0	8.969999773398740E-001	-5.5028105E-001	-5.5061829E-001	5.8929523E-004	1.000000000000000E+000	13	-3.2447673E-007
2	1	0	0	0	8.979999773146119E-001	-5.4978085E-001	-5.5010313E-001	6.1983278E-004	1.000000000000000E+000	13	-3.4097195E-007
2	1	0	1	0	8.989999772893498E-001	-5.4918063E-001	-5.4958797E-001	6.0392782E-004	1.000000000000000E+000	13	-3.3191145E-007
2	1	0	0	0	8.999999772640876E-001	-5.4858041E-001	-5.4897743E-001	1.0028243E-003	1.000000000000000E+000	13	-5.5052789E-007
2	1	0	1	0	9.009999772388255E-001	-5.4798019E-001	-5.4848140E-001	8.3550409E-004	1.000000000000000E+000	13	-4.5825846E-007
2	1	0	0	0	9.019999772135634E-001	-5.4747999E-001	-5.4788995E-001	6.8345264E-004	1.000000000000000E+000	13	-3.7445685E-007
2	1	0	1	0	9.029999771883013E-001	-5.4687977E-001	-5.4729849E-001	9.6401607E-004	1.000000000000000E+000	13	-5.2760453E-007
2	1	0	0	0	9.039999771630391E-001	-5.4637957E-001	-5.4663068E-001	7.1335398E-004	1.000000000000000E+000	13	-3.8994116E-007
2	1	0	1	0	9.049999771377770E-001	-5.4587942E-001	-5.4630631E-001	5.7020929E-004	1.000000000000000E+000	13	-3.1150893E-007
2	1	0	0	0	9.059999771125149E-001	-5.4547924E-001	-5.4592478E-001	7.1399013E-004	1.000000000000000E+000	13	-3.8978490E-007
2	1	0	1	0	9.069999770872528E-001	-5.4507911E-001	-5.4558134E-001	5.2631157E-004	1.000000000000000E+000	13	-2.8714578E-007
2	1	0	0	0	9.079999770619906E-001	-5.4477900E-001	-5.4527605E-001	4.0925108E-004	1.000000000000000E+000	13	-2.2315481E-007
2	1	0	1	0	9.089999770367285E-001	-5.4457891E-001	-5.4500896E-001	1.2232560E-004	1.000000000000000E+000	13	-6.6668548E-008
2	1	0	0	0	9.099999770114664E-001	-5.4437888E-001	-5.4476094E-001	1.2868759E-004	1.000000000000000E+000	13	-7.0103972E-008
2	1	0	1	0	9.109999769862043E-001	-5.4427880E-001	-5.4468459E-001	1.0354678E-005	1.000000000000000E+000	13	-5.6400338E-009
2	0	0	0	0	9.119999769609421E-001	-5.4417878E-001	-5.4445565E-001	-9.0800873E-005	1.000000000000000E+000	13	4.9437048E-008
2	0	0	1	0	9.129999769356800E-001	-5.4427880E-001	-5.4476094E-001	-2.4636234E-005	1.000000000000000E+000	13	1.3420858E-008
2	0	0	0	0	9.139999769104179E-001	-5.4437888E-001	-5.4497081E-001	-1.4296915E-004	1.000000000000000E+000	13	7.7914009E-008
2	0	0	1	0	9.149999768851558E-001	-5.4457891E-001	-5.4495168E-001	-2.5430386E-004	1.000000000000000E+000	13	1.3858332E-007
2	0	0	0	0	9.159999768598937E-001	-5.4487902E-001	-5.4516160E-001	-3.7200056E-004	1.000000000000000E+000	13	2.0280042E-007
2	0	0	1	0	9.169999768346315E-001	-5.4527920E-001	-5.4575306E-001	-6.0866633E-004	1.000000000000000E+000	13	3.3218151E-007
2	0	0	0	0	9.179999768093694E-001	-5.4567933E-001	-5.4607737E-001	-7.3018030E-004	1.000000000000000E+000	13	3.9873493E-007
2	0	0	1	0	9.189999767841073E-001	-5.4617953E-001	-5.4657346E-001	-6.0675776E-004	1.000000000000000E+000	13	3.3163769E-007
2	0	0	0	0	9.199999767588452E-001	-5.4667968E-001	-5.4720306E-001	-7.0027896E-004	1.000000000000000E+000	13	3.8319479E-007
2	0	0	1	0	9.209999767335830E-001	-5.4727989E-001	-5.4768008E-001	-8.6823531E-004	1.000000000000000E+000	13	4.7551518E-007
2	0	0	0	0	9.219999767083209E-001	-5.4788011E-001	-5.4823333E-001	-1.0234677E-003	1.000000000000000E+000	13	5.6109911E-007
2	0	0	1	0	9.229999766830588E-001	-5.4848033E-001	-5.4886299E-001	-8.8541274E-004	1.000000000000000E+000	13	4.8597030E-007
2	0	0	0	0	9.239999766577967E-001	-5.4918063E-001	-5.4977876E-001	-1.0266487E-003	1.000000000000000E+000	13	5.6442963E-007
2	0	0	1	0	9.249999766325345E-001	-5.4988086E-001	-5.5023670E-001	-9.5030485E-004	1.000000000000000E+000	13	5.2289261E-007
2	0	0	0	0	9.259999766072724E-001	-5.5058116E-001	-5.5079001E-001	-1.0705463E-003	1.000000000000000E+000	13	5.8964622E-007
2	0	0	1	0	9.269999765820103E-001	-5.5118138E-001	-5.5155319E-001	-9.1531401E-004	1.000000000000000E+000	13	5.0484437E-007
2	0	0	0	0	9.279999765567482E-001	-5.5188161E-001	-5.5227816E-001	-9.2740171E-004	1.000000000000000E+000	13	5.1218370E-007
2	0	0	1	0	9.289999765314860E-001	-5.5248183E-001	-5.5290782E-001	-1.1545246E-003	1.000000000000000E+000	13	6.3834568E-007
2	0	0	0	0	9.299999765062239E-001	-5.5308205E-001	-5.5355650E-001	-1.1634314E-003	1.000000000000000E+000	13	6.4402502E-007
2	0	0	1	0	9.309999764809618E-001	-5.5358225E-001	-5.5405259E-001	-8.5042178E-004	1.000000000000000E+000	13	4.7117840E-007
2	0	0	0	0	9.319999764556997E-001	-5.5408239E-001	-5.5451047E-001	-8.1415841E-004	1.000000000000000E+000	13	4.5145936E-007
2	0	0	1	0	9.329999764304375E-001	-5.5448258E-001	-5.5506378E-001	-7.1745634E-004	1.000000000000000E+000	13	3.9823402E-007
2	0	0	0	0	9.339999764051754E-001	-5.5478269E-001	-5.5517823E-001	-5.8385462E-004	1.000000000000000E+000	13	3.2414337E-007
2	0	0	1	0	9.349999763799133E-001	-5.5508280E-001	-5.5548352E-001	-3.9744849E-004	1.000000000000000E+000	13	2.2077609E-007
2	0	0	0	0	9.359999763546512E-001	-5.5528283E-001	-5.5584604E-001	-2.9120335E-004	1.000000000000000E+000	13	1.6186424E-007
2	0	0	1	0	9.369999763293890E-001	-5.5548292E-001	-5.5586511E-001	-2.9629291E-004	1.000000000000000E+000	13	1.6469889E-007
2	0	0	0	0	9.379999763041269E-001	-5.5548292E-001	-5.5586511E-001	-1.9068402E-004	1.000000000000000E+000	13	1.0599459E-007
2	0	0	1	0	9.389999762788648E-001	-5.5548292E-001	-5.5597955E-001	-1.3088138E-004	1.000000000000000E+000	13	7.2767371E-008
2	1	0	0	0	9.399999762536027E-001	-5.5538291E-001	-5.5576968E-001	4.0892206E-005	1.000000000000000E+000	13	-2.2726649E-008
2	1	0	1	0	9.409999762283405E-001	-5.5518281E-001	-5.5563617E-001	1.5349934E-004	1.000000000000000E+000	13	-8.5289784E-008
2	1	0	0	0	9.419999762030784E-001	-5.5488271E-001	-5.5544537E-001	4.8241395E-004	1.000000000000000E+000	13	-2.6795459E-007
2	1	0	1	0	9.429999761778163E-001	-5.5458260E-001	-5.5502564E-001	4.6968999E-004	1.000000000000000E+000	13	-2.6068997E-007
2	1	0	0	0	9.439999761525542E-001	-5.5418247E-001	-5.5462492E-001	5.7975226E-004	1.000000000000000E+000	13	-3.2154506E-007
2	1	0	1	0	9.449999761272920E-001	-5.5378228E-001	-5.5422425E-001	6.7836308E-004	1.000000000000000E+000	13	-3.7596527E-007
2	1	0	0	0	9.459999761020299E-001	-5.5328214E-001	-5.5372822E-001	5.6511967E-004	1.000000000000000E+000	13	-3.1292271E-007
2	1	0	1	0	9.469999760767678E-001	-5.5278194E-001	-5.5325121E-001	5.8038847E-004	1.000000000000000E+000	13	-3.2110063E-007
2	1	0	0	0	9.479999760515057E-001	-5.5228174E-001	-5.5271703E-001	5.8802281E-004	1.000000000000000E+000	13	-3.2501023E-007
2	1	0	1	0	9.489999760262435E-001	-5.5168152E-001	-5.5199200E-001	5.3203740E-004	1.000000000000000E+000	13	-2.9368039E-007
2	1	0	0	0	9.499999760009814E-001	-5.5108130E-001	-5.5151498E-001	9.9137262E-004	1.000000000000000E+000	13	-5.4675684E-007
2	1	0	1	0	9.509999759757193E-001	-5.5048108E-001	-5.5094260E-001	9.0930308E-004	1.000000000000000E+000	13	-5.0097378E-007
2	1	0	0	0	9.519999759504572E-001	-5.4998094E-001	-5.5052286E-001	6.4591691E-004	1.000000000000000E+000	13	-3.5559202E-007
2	1	0	1	0	9.529999759251950E-001	-5.4938072E-001	-5.4974061E-001	9.4938366E-004	1.000000000000000E+000	13	-5.2191473E-007
2	1	0	0	0	9.539999758999329E-001	-5.4888052E-001	-5.4928273E-001	7.1144541E-004	1.000000000000000E+000	13	-3.9078466E-007
2	1	0	1	0	9.549999758746708E-001	-5.4838032E-001	-5.4874849E-001	6.8536121E-004	1.000000000000000E+000	13	-3.7609092E-007
2	1	0	0	0	9.559999758494087E-001	-5.4798019E-001	-5.4851955E-001	7.4707251E-004	1.000000000000000E+000	13	-4.0978387E-007
2	1	0	1	0	9.569999758241465E-001	-5.4758000E-001	-5.4809982E-001	5.5557670E-004	1.000000000000000E+000	13	-3.0451147E-007
2	1	0	0	0	9.579999757988844E-001	-5.4727989E-001	-5.4769915E-001	4.1306831E-004	1.000000000000000E+000	13	-2.2623716E-007
2	1	0	1	0	9.589999757736223E-001	-5.4707986E-001	-5.4760373E-001	1.2995998E-004	1.000000000000000E+000	13	-7.1166568E-008
2	1	0	0	0	9.599999757483602E-001	-5.4687977E-001	-5.4712677E-001	1.3632198E-004	1.000000000000000E+000	13	-7.4585401E-008
2	1	0	1	0	9.609999757230980E-001	-5.4677975E-001	-5.4708862E-001	3.1349231E-005	1.000000000000000E+000	13	-1.7150807E-008
2	0	0	0	0	9.619999756978359E-001	-5.4667968E-001	-5.4718399E-001	-7.9985497E-005	1.000000000000000E+000	13	4.3766782E-008
2	0	0	1	0	9.629999756725738E-001	-5.4677975E-001	-5.4737478E-001	-3.4179215E-005	1.000000000000000E+000	13	1.8708841E-008
2	0	0	0	0	9.639999756473117E-001	-5.4687977E-001	-5.4752743E-001	-9.8435245E-005	1.000000000000000E+000	13	5.3895995E-008
2	0	0	1	0	9.649999756220495E-001	-5.4707986E-001	-5.4758465E-001	-2.5875727E-004	1.000000000000000E+000	13	1.4169152E-007
2	0	0	0	0	9.659999755967874E-001	-5.4737997E-001	-5.4781359E-001	-2.3649030E-004	1.000000000000000E+000	13	1.2955260E-007
2	0	0	1	0	9.669999755715253E-001	-5.4778010E-001	-5.4817611E-001	-6.2902475E-004	1.000000000000000E+000	13	3.4481636E-007
2	0	0	0	0	9.679999755462632E-001	-5.4818022E-001	-5.4853863E-001	-6.8819115E-004	1.000000000000000E+000	13	3.7749942E-007
2	0	0	1	0	9.689999755210010E-001	-5.4868042E-001	-5.4907286E-001	-6.1439216E-004	1.000000000000000E+000	13	3.3734605E-007
2	0	0	0	0	9.699999754957389E-001	-5.4918063E-001	-5.4954982E-001	-7.0536853E-004	1.000000000000000E+000	13	3.8763514E-007
2	0	0	1	0	9.709999754704768E-001	-5.4978085E-001	-5.5033207E-001	-8.8477641E-004	1.000000000000000E+000	13	4.8692084E-007
2	0	0	0	0	9.719999754452147E-001	-5.5038106E-001	-5.5084723E-001	-1.0959943E-003	1.000000000000000E+000	13	6.0372543E-007
2	0	0	1	0	9.729999754199525E-001	-5.5098128E-001	-5.5155319E-001	-8.4215112E-004	1.000000000000000E+000	13	4.6449114E-007
2	0	0	0	0	9.739999753946904E-001	-5.5168152E-001	-5.5220187E-001	-1.0578224E-003	1.000000000000000E+000	13	5.8413150E-007
2	0	0	1	0	9.749999753694283E-001	-5.5238181E-001	-5.5283147E-001	-9.5412217E-004	1.000000000000000E+000	13	5.2746879E-007
2	0	0	0	0	9.759999753441662E-001	-5.5308205E-001	-5.5351835E-001	-1.0921771E-003	1.000000000000000E+000	13	6.0454011E-007
